"Item #","Product Name","Product Description","Product description orignal html",Brand,"category 1","category 2","category 3","category 4","Retail Price","Wholesale Price Before Markup","MAP Price","Supplier handling fee",Weight,"Qty in stock","In Stock",UPC,"Image name","URL to large image","URL to thumb image","refurbished flag","Attribute list","Shipping for USA","manufacturer prod id","shipping length","shipping width","shipping height","sales tax pct","sales tax state",manufacturer,"Shipping for Canada","Shipping for International","w2b handling fee","W2B 3% Transaction Fee USA","W2B 3% Transaction Fee Canada","W2B 3% Transaction Fee International","USA ZONE","CANADA ZONE",Attributes,"Extra Img 1","Extra Img 2","Extra Img 3","Extra Img 4","Extra Img 5","Extra Img 6","description no html","supplier name - item number","supplier category 1","supplier category 2","supplier category 3","supplier category 4"
PY-A-105,"AirForce 1/4"" male BSPP Adapter, For AirForce Guns","1/4"" male BSPP adapter Connects your AirForce rifle to a scuba tank or hand pump","1/4"" male BSPP adapter Connects your AirForce rifle to a scuba tank or hand pump",,"Airguns, Pistols","Precharged Gun Accessories",,,18.95,13.21,17.95,0,0.5,2,Y,814136024348,PY-A-105.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-105.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-105.jpg,N,,13.49,PY-A-105,,,,0,NULL,AirForce,,,2.5,,,,$6,,,,,,,,,"1/4"" male BSPP adapter Connects your AirForce rifle to a scuba tank or hand pump",Air-Venturi-PY-A-105,"Precharged Gun Accessories",,,
PY-A-1054,"Otis 085 Ultra Bore Solvent w/PTFE, .5 oz.",".5 oz. solvent, lubricant, and rust inhibitor all-in-one. Contains PTFE that coats the bore and eliminates lead and copper build-up. Need only a few drops on the front of the patch. Completely dries leaving no oily residue",".5 oz. solvent, lubricant, and rust inhibitor all-in-one. Contains PTFE that coats the bore and eliminates lead and copper build-up. Need only a few drops on the front of the patch. Completely dries leaving no oily residue",,"Airguns, Pistols","Maintenance And Cleaning",,,3.95,1.27,1.99,0,0.25,20,Y,014895009017,PY-A-1054.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1054.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1054.jpg,N,,13.49,PY-A-1054,,,,0,NULL,Otis,,,2.5,,,,$6,,,,,,,,,".5 oz. solvent, lubricant, and rust inhibitor all-in-one. Contains PTFE that coats the bore and eliminates lead and copper build-up. Need only a few drops on the front of the patch. Completely dries leaving no oily residue",Air-Venturi-PY-A-1054,"Maintenance And Cleaning",,,
PY-A-1135,"Umarex Compensator, Fits Hammerli 850, Walther 1250 Dominator & Beretta CX4 Rifles","Rifle compensator Fits RWS 850 AirMagnum, Walther 1250 Dominator (do not use on .25 cal gun) and Beretta CX4 Storm Friction fit 2 set screws secure compensator to barrel","Rifle compensator Fits RWS 850 AirMagnum, Walther 1250 Dominator (do not use on .25 cal gun) and Beretta CX4 Storm Friction fit 2 set screws secure compensator to barrel",,"Airguns, Pistols","Shooting Needs And Accessories",,,50,32.53,39.99,0,0.5,20,Y,723364510052,PY-A-1135.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1135.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1135.jpg,N,,13.49,PY-A-1135,,,,0,NULL,Hammerli,,,2.5,,,,$6,,,,,,,,,"Rifle compensator Fits RWS 850 AirMagnum, Walther 1250 Dominator (do not use on .25 cal gun) and Beretta CX4 Storm Friction fit 2 set screws secure compensator to barrel",Air-Venturi-PY-A-1135,"Shooting Needs And Accessories",,,
PY-A-1136,"Umarex 850 CO2 Adapter","2x12g CO2 Adapter for Umarex 850 Magnum. Don't have any 88 gram cartridges handy? This useful converter allows you to use two 12 gram cartridges in your Umarex 850 Magnum!","2x12g CO2 Adapter for Umarex 850 Magnum. Don't have any 88 gram cartridges handy? This useful converter allows you to use two 12 gram cartridges in your Umarex 850 Magnum!",,"Airguns, Pistols","Co2 Accessories",,,129.99,91.79,99.99,0,0.5,5,Y,723364510069,PY-A-1136.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1136.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1136.jpg,N,,13.49,PY-A-1136,,,,0,NULL,Umarex,,,2.5,,,,$6,,,,,,,,,"2x12g CO2 Adapter for Umarex 850 Magnum. Don't have any 88 gram cartridges handy? This useful converter allows you to use two 12 gram cartridges in your Umarex 850 Magnum!",Air-Venturi-PY-A-1136,"Co2 Accessories",,,
PY-A-1157,"Shooting Chrony Skyscreen Lights","If you own a Chrony, you need these lights for days when you can't be outside to chronograph your guns.The lights attach to the skyscreens of any Shooting Chrony so you can measure velocities indoors. You MUST use them in a room that has no fluorescent lighting. They're sufficient to operate the skyscreens by themselves, and no other lights are required.  Lights plug into 120-volt house current & come with 6-ft. cables, diffusers and wire rods.","If you own a Chrony, you need these lights for days when you can't be outside to chronograph your guns.The lights attach to the skyscreens of any Shooting Chrony so you can measure velocities indoors. You MUST use them in a room that has no fluorescent lighting. They're sufficient to operate the skyscreens by themselves, and no other lights are required.  Lights plug into 120-volt house current & come with 6-ft. cables, diffusers and wire rods.",,"Airguns, Pistols",Chronographs,,,62.34,44.56,51.95,0,0.91,0,N,787387000075,PY-A-1157.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1157.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1157.jpg,N,,13.49,PY-A-1157,,,,0,NULL,"Shooting Chrony",,,2.5,,,,$6,,,,,,,,,"If you own a Chrony, you need these lights for days when you can't be outside to chronograph your guns.The lights attach to the skyscreens of any Shooting Chrony so you can measure velocities indoors. You MUST use them in a room that has no fluorescent lighting. They're sufficient to operate the skyscreens by themselves, and no other lights are required.  Lights plug into 120-volt house current & come with 6-ft. cables, diffusers and wire rods.",Air-Venturi-PY-A-1157,Chronographs,,,
PY-A-1223,"Intellect 9.6v 2000mAh NiMH Battery with Mini Tamiya connector","Intellect 9.6 Volt 2000 Mah rechargeable battery For AEGs NiHM No memory effect with mini tamiya connector 4""x1.12""x.62""","Intellect 9.6 Volt 2000 Mah rechargeable battery For AEGs NiHM No memory effect with mini tamiya connector 4""x1.12""x.62""",,"Airguns, Pistols","Airsoft Batteries",,,34.99,18.50,24.99,0,0.27,5,Y,871110001955,PY-A-1223.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1223.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1223.jpg,N,,13.49,PY-A-1223,,,,0,NULL,Intellect,,,2.5,,,,$6,,,,,,,,,"Intellect 9.6 Volt 2000 Mah rechargeable battery For AEGs NiHM No memory effect with mini tamiya connector 4""x1.12""x.62""",Air-Venturi-PY-A-1223,"Airsoft Batteries",,,
PY-A-1227,"Winchester 4x32 AO Rifle Scope, Rings","<p>4x adjustable objective rifle scope is a fantastic choice for general field use. Tough construction is fogproof and shock resistant. Includes 1"", see-thru rings that will fit most air rifles equipped with 3/8"" or 11mm dovetails. Fully-adjustable for windage and elevation; includes removable lens covers. Can be used with break barrel, pneumatic, BB or CO2 powered air rifles. 1"" diameter tube. Shockproof and fogproof are both there!</p>","<p>4x adjustable objective rifle scope is a fantastic choice for general field use. Tough construction is fogproof and shock resistant. Includes 1"", see-thru rings that will fit most air rifles equipped with 3/8"" or 11mm dovetails. Fully-adjustable for windage and elevation; includes removable lens covers. Can be used with break barrel, pneumatic, BB or CO2 powered air rifles. 1"" diameter tube. Shockproof and fogproof are both there!</p>",,"Airguns, Pistols",Scopes,,,39.99,22.43,29.99,0,1,10,Y,039256808139,PY-A-1227.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1227.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1227.jpg,N,,14.05,PY-A-1227,,,,0,NULL,Winchester,,,2.5,,,,$6,,,,,,,,,"4x adjustable objective rifle scope is a fantastic choice for general field use. Tough construction is fogproof and shock resistant. Includes 1"", see-thru rings that will fit most air rifles equipped with 3/8"" or 11mm dovetails. Fully-adjustable for windage and elevation; includes removable lens covers. Can be used with break barrel, pneumatic, BB or CO2 powered air rifles. 1"" diameter tube. Shockproof and fogproof are both there!",Air-Venturi-PY-A-1227,Scopes,,,
PY-A-1642,"UTG Heavy Duty Web Belt - Black","Heavy 2"" black belt with hook-and-loop system fits up to 48"" waist. Adjustable with quick release snap.","Heavy 2"" black belt with hook-and-loop system fits up to 48"" waist. Adjustable with quick release snap.",,"Tactical Gear",Holsters,,,9.97,4.17,6.97,0,0.45,20,Y,4712274521100,PY-A-1642.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1642.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1642.jpg,N,,13.49,PY-A-1642,,,,0,NULL,UTG,,,2.5,,,,$6,,,,,,,,,"Heavy 2"" black belt with hook-and-loop system fits up to 48"" waist. Adjustable with quick release snap.",Air-Venturi-PY-A-1642,"Tactical Gear",Holsters,,
PY-A-1667,"Plano Pro Max Double Scoped Rifle Case","The Patent Pillar Lock system is designed to be the most crush resistant case on the market.   <strong>This is an oversized item and it will impact the shipping cost</strong>   Patented PillarLock System protects rifles Holds 2 scoped rifles with large objective lens Poly tie downs traps hold rifles firmly in place 6 Heavy duty latches Lockable/airline approved Black  52.5""L X 17.25""W X 4.25""H inside dimensions 53.875""L X 19""W X 5.625""H outside dimensions","The Patent Pillar Lock system is designed to be the most crush resistant case on the market.   <strong>This is an oversized item and it will impact the shipping cost</strong>   Patented PillarLock System protects rifles Holds 2 scoped rifles with large objective lens Poly tie downs traps hold rifles firmly in place 6 Heavy duty latches Lockable/airline approved Black  52.5""L X 17.25""W X 4.25""H inside dimensions 53.875""L X 19""W X 5.625""H outside dimensions",,"Airguns, Pistols","Cases  Rifle","Pistol And Bow",,99.99,68.94,89.99,0,5.89,4,Y,024099015325,PY-A-1667.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1667.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1667.jpg,N,,17.52,PY-A-1667,,,,0,NULL,Plano,,,2.5,,,,$6,,,,,,,,,"The Patent Pillar Lock system is designed to be the most crush resistant case on the market.   This is an oversized item and it will impact the shipping cost   Patented PillarLock System protects rifles Holds 2 scoped rifles with large objective lens Poly tie downs traps hold rifles firmly in place 6 Heavy duty latches Lockable/airline approved Black  52.5""L X 17.25""W X 4.25""H inside dimensions 53.875""L X 19""W X 5.625""H outside dimensions",Air-Venturi-PY-A-1667,"Cases  Rifle","Pistol And Bow",,
PY-A-1718,"Swiss Arms 4x40 Scope with weaver/picatinny rings","1. Easy to adjust 2. 1"" tube 3. Aluminum body 4. Incl. lens covers and Weaver rings  Model: Lunette Magnification: 4X Objective: 40mm Length: 12.3""","1. Easy to adjust 2. 1"" tube 3. Aluminum body 4. Incl. lens covers and Weaver rings  Model: Lunette Magnification: 4X Objective: 40mm Length: 12.3""",,"Airguns, Pistols","Airsoft Accessories",,,49.95,29.46,39.95,0,0.91,0,N,806481638622,PY-A-1718.jpg,http://www.imageserverhost.com/simg/P892/large/PY-A-1718.jpg,http://www.imageserverhost.com/simg/P892/small/PY-A-1718.jpg,N,,13.49,PY-A-1718,,,,0,NULL,"Swiss Arms",,,2.5,,,,$6,,,,,,,,,"1. Easy to adjust 2. 1"" tube 3. Aluminum body 4. Incl. lens covers and Weaver rings  Model: Lunette Magnification: 4X Objective: 40mm Length: 12.3""",Air-Venturi-PY-A-1718,"Airsoft Accessories",,,
